plot_id,species,value,rel_cover_stratum,stratum,stratum_cover,association
198,rosa woodsii,16,61.54,herbaceous,26,Acer negundo - Populus angustifolia / Cornus sericea Riparian Forest
198,alnus incana ssp. tenuifolia,15,25.86,shrub,58,Acer negundo - Populus angustifolia / Cornus sericea Riparian Forest
198,maianthemum stellatum,10,38.46,herbaceous,26,Acer negundo - Populus angustifolia / Cornus sericea Riparian Forest
198,pseudotsuga menziesii var. glauca,10,8.62,tree,116,Acer negundo - Populus angustifolia / Cornus sericea Riparian Forest
198,mesic forb,5,19.23,tree,,Acer negundo - Populus angustifolia / Cornus sericea Riparian Forest
199,mesic shrub,55,68.75,tree,,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
199,alnus incana ssp. tenuifolia,50,62.5,shrub,80,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
199,picea engelmannii var. engelmannii,30,60,tree,50,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
199,abies lasiocarpa,20,40,tree,50,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
199,salix drummondiana,20,25,shrub,80,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
199,lonicera involucrata,10,12.5,shrub,80,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
200,symphoricarpos occidentalis,84.8,100,shrub,84.8,Populus deltoides / Symphoricarpos occidentalis Floodplain Woodland
200,mesic shrub,42.4,50,shrub,,Populus deltoides / Symphoricarpos occidentalis Floodplain Woodland
200,poa pratensis,19.2,100,herbaceous,19.2,Populus deltoides / Symphoricarpos occidentalis Floodplain Woodland
200,mesic graminoid,9.6,50,shrub,,Populus deltoides / Symphoricarpos occidentalis Floodplain Woodland
201,carex spp.,37.5,100,herbaceous,,Salix drummondiana / Carex utriculata Wet Shrubland
201,carex utriculata,37.5,100,herbaceous,37.5,Salix drummondiana / Carex utriculata Wet Shrubland
201,mesic graminoid,18.75,50,herbaceous,,Salix drummondiana / Carex utriculata Wet Shrubland
201,salix drummondiana,15,100,shrub,15,Salix drummondiana / Carex utriculata Wet Shrubland
201,mesic shrub,7.5,50,herbaceous,,Salix drummondiana / Carex utriculata Wet Shrubland
202,carex spp.,95,100,shrub,,Salix monticola / Mesic Graminoids Wet Shrubland
202,mesic graminoid,52.5,55.265,shrub,,Salix monticola / Mesic Graminoids Wet Shrubland
202,carex utriculata,10,10.53,herbaceous,95,Salix monticola / Mesic Graminoids Wet Shrubland
202,salix monticola,5,100,shrub,5,Salix monticola / Mesic Graminoids Wet Shrubland
202,mesic shrub,2.5,50,shrub,,Salix monticola / Mesic Graminoids Wet Shrubland
203,populus angustifolia,54,100,tree,54,Populus angustifolia Sand Dune Riparian Forest
203,poa pratensis,25,55.56,herbaceous,45,Populus angustifolia Sand Dune Riparian Forest
203,trifolium repens,20,44.44,herbaceous,45,Populus angustifolia Sand Dune Riparian Forest
203,mesic graminoid,12.5,27.78,tree,,Populus angustifolia Sand Dune Riparian Forest
203,mesic forb,10,22.22,tree,,Populus angustifolia Sand Dune Riparian Forest
203,salix monticola,9,47.37,shrub,19,Populus angustifolia Sand Dune Riparian Forest
203,mesic shrub,4.5,23.685,tree,,Populus angustifolia Sand Dune Riparian Forest
204,picea pungens,20,95.24,tree,21,Picea pungens / Lonicera involucrata Forest
204,lonicera involucrata,15,100,shrub,15,Picea pungens / Lonicera involucrata Forest
204,maianthemum stellatum,15,100,herbaceous,15,Picea pungens / Lonicera involucrata Forest
204,mesic forb,7.5,50,tree,,Picea pungens / Lonicera involucrata Forest
204,mesic shrub,7.5,50,tree,,Picea pungens / Lonicera involucrata Forest
204,populus angustifolia,1,4.76,tree,21,Picea pungens / Lonicera involucrata Forest
205,sporobolus airoides,65,92.86,herbaceous,70,Sporobolus airoides Monotype Wet Meadow
205,mesic graminoid,37.5,53.57,herbaceous,,Sporobolus airoides Monotype Wet Meadow
206,picea engelmannii var. engelmannii,62,80.52,tree,77,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
206,alnus incana ssp. tenuifolia,36,66.67,shrub,54,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
206,mesic shrub,31,57.405,tree,,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
206,abies lasiocarpa,14,18.18,tree,77,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
206,lonicera involucrata,13,24.07,shrub,54,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
207,dactylis glomerata,75,69.44,herbaceous,108,Populus angustifolia Sand Dune Riparian Forest
207,mesic graminoid,60,55.55,tree,,Populus angustifolia Sand Dune Riparian Forest
207,populus angustifolia,35,76.92,tree,45.5,Populus angustifolia Sand Dune Riparian Forest
207,carex geyeri,15,13.89,herbaceous,108,Populus angustifolia Sand Dune Riparian Forest
207,carex spp.,15,13.89,tree,,Populus angustifolia Sand Dune Riparian Forest
207,agrostis gigantea,7.5,6.94,herbaceous,108,Populus angustifolia Sand Dune Riparian Forest
207,betula occidentalis,7.5,16.48,tree,45.5,Populus angustifolia Sand Dune Riparian Forest
207,taraxacum officinale,7.5,6.94,herbaceous,108,Populus angustifolia Sand Dune Riparian Forest
207,mesic forb,3.75,3.47,tree,,Populus angustifolia Sand Dune Riparian Forest
207,picea pungens,3,6.59,tree,45.5,Populus angustifolia Sand Dune Riparian Forest
207,rosa woodsii,3,2.78,herbaceous,108,Populus angustifolia Sand Dune Riparian Forest
208,salix planifolia,66,100,shrub,66,Salix planifolia / Carex aquatilis Wet Shrubland
208,mesic shrub,33,50,shrub,,Salix planifolia / Carex aquatilis Wet Shrubland
208,carex aquatilis,22,68.75,herbaceous,32,Salix planifolia / Carex aquatilis Wet Shrubland
208,carex spp.,22,68.75,shrub,,Salix planifolia / Carex aquatilis Wet Shrubland
208,mesic graminoid,11,34.375,shrub,,Salix planifolia / Carex aquatilis Wet Shrubland
208,caltha chionophila,10,31.25,herbaceous,32,Salix planifolia / Carex aquatilis Wet Shrubland
208,mesic forb,5,15.625,shrub,,Salix planifolia / Carex aquatilis Wet Shrubland
210,carex spp.,80,88.89,shrub,,Salix exigua / Mesic Graminoids Western Wet Shrubland
210,carex utriculata,80,88.89,herbaceous,90,Salix exigua / Mesic Graminoids Western Wet Shrubland
210,mesic graminoid,50,55.555,shrub,,Salix exigua / Mesic Graminoids Western Wet Shrubland
210,salix exigua,1,100,shrub,1,Salix exigua / Mesic Graminoids Western Wet Shrubland
210,mesic shrub,0.5,50,shrub,,Salix exigua / Mesic Graminoids Western Wet Shrubland
211,lonicera involucrata,20,100,shrub,20,Picea pungens / Lonicera involucrata Forest
211,picea pungens,20,50,tree,40,Picea pungens / Lonicera involucrata Forest
211,populus angustifolia,20,50,tree,40,Picea pungens / Lonicera involucrata Forest
211,mesic shrub,10,50,tree,,Picea pungens / Lonicera involucrata Forest
212,mesic graminoid,65,72.22,herbaceous,,Schoenoplectus pungens Marsh
212,schoenoplectus pungens,50,55.56,herbaceous,90,Schoenoplectus pungens Marsh
212,eleocharis palustris,40,44.44,herbaceous,90,Schoenoplectus pungens Marsh
212,eleocharis spp.,40,44.44,herbaceous,,Schoenoplectus pungens Marsh
213,populus deltoides,83,92.22,tree,90,Panicum obtusum Grassland
213,mesic graminoid,52.5,57.065,tree,,Panicum obtusum Grassland
213,pascopyrum smithii,13,14.13,herbaceous,92,Panicum obtusum Grassland
213,mesic shrub,3.5,50,tree,,Panicum obtusum Grassland
214,carex spp.,50,100,shrub,,Carex utriculata Marsh
214,carex utriculata,50,100,herbaceous,50,Carex utriculata Marsh
214,mesic graminoid,25,50,shrub,,Carex utriculata Marsh
214,salix drummondiana,10,20,shrub,50,Carex utriculata Marsh
214,mesic shrub,5,10,shrub,,Carex utriculata Marsh
215,mesic graminoid,50,83.335,shrub,,Salix geyeriana / Mesic Graminoids Wet Shrubland
215,carex spp.,30,50,shrub,,Salix geyeriana / Mesic Graminoids Wet Shrubland
215,salix geyeriana,30,75,shrub,40,Salix geyeriana / Mesic Graminoids Wet Shrubland
215,mesic shrub,25,62.5,shrub,,Salix geyeriana / Mesic Graminoids Wet Shrubland
215,carex utriculata,20,33.33,herbaceous,60,Salix geyeriana / Mesic Graminoids Wet Shrubland
215,deschampsia cespitosa,20,33.33,herbaceous,60,Salix geyeriana / Mesic Graminoids Wet Shrubland
215,calamagrostis canadensis,10,16.67,herbaceous,60,Salix geyeriana / Mesic Graminoids Wet Shrubland
215,carex aquatilis,10,16.67,herbaceous,60,Salix geyeriana / Mesic Graminoids Wet Shrubland
215,salix planifolia,10,25,shrub,40,Salix geyeriana / Mesic Graminoids Wet Shrubland
216,carex spp.,79.1,100,herbaceous,,Carex utriculata Marsh
216,carex utriculata,64.3,81.29,herbaceous,79.1,Carex utriculata Marsh
216,mesic graminoid,46.95,59.355,herbaceous,,Carex utriculata Marsh
216,carex aquatilis,14.8,18.71,herbaceous,79.1,Carex utriculata Marsh
217,acer glabrum var. glabrum,20,100,tree,20,Acer glabrum Drainage Bottom Wet Shrubland
217,mesic shrub,5,16.665,tree,,Acer glabrum Drainage Bottom Wet Shrubland
218,populus angustifolia,36,100,tree,36,Populus angustifolia / Salix irrorata Riparian Woodland
218,salix irrorata,35,68.63,shrub,51,Populus angustifolia / Salix irrorata Riparian Woodland
218,mesic shrub,33.5,65.685,tree,,Populus angustifolia / Salix irrorata Riparian Woodland
218,mesic graminoid,17.5,72.915,tree,,Populus angustifolia / Salix irrorata Riparian Woodland
218,salix exigua,16,31.37,shrub,51,Populus angustifolia / Salix irrorata Riparian Woodland
218,agrostis stolonifera,13,54.17,herbaceous,24,Populus angustifolia / Salix irrorata Riparian Woodland
218,poa pratensis,11,45.83,herbaceous,24,Populus angustifolia / Salix irrorata Riparian Woodland
220,rhus trilobata,60,100,shrub,60,Rhus trilobata Moist Wet Shrubland
220,mesic shrub,30,50,tree,,Rhus trilobata Moist Wet Shrubland
220,populus deltoides,25,100,tree,25,Rhus trilobata Moist Wet Shrubland
221,mesic shrub,77,76.23,shrub,,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
221,salix drummondiana,48,47.52,shrub,101,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
221,salix monticola,40,39.6,shrub,101,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
221,salix lutea,13,12.87,shrub,101,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
222,salix exigua,70,75.27,shrub,93,Salix exigua / Mesic Graminoids Western Wet Shrubland
222,mesic shrub,58,62.375,shrub,,Salix exigua / Mesic Graminoids Western Wet Shrubland
222,salix lasiandra var. caudata,20,21.51,shrub,93,Salix exigua / Mesic Graminoids Western Wet Shrubland
222,cornus sericea ssp. sericea,3,3.23,shrub,93,Salix exigua / Mesic Graminoids Western Wet Shrubland
222,poa palustris,3,100,herbaceous,3,Salix exigua / Mesic Graminoids Western Wet Shrubland
222,mesic graminoid,1.5,50,shrub,,Salix exigua / Mesic Graminoids Western Wet Shrubland
223,mesic shrub,73,76.04,shrub,,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
223,salix monticola,46,47.92,shrub,96,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
223,salix boothii,38,39.58,shrub,96,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
223,salix drummondiana,12,12.5,shrub,96,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
224,pinus contorta var. latifolia,41,35.04,tree,117,Calamagrostis canadensis Western Wet Meadow
224,populus angustifolia,26,22.22,tree,117,Calamagrostis canadensis Western Wet Meadow
224,picea engelmannii var. engelmannii,24,20.51,tree,117,Calamagrostis canadensis Western Wet Meadow
224,salix lasiandra,17,14.53,tree,117,Calamagrostis canadensis Western Wet Meadow
224,populus tremuloides,9,7.69,tree,117,Calamagrostis canadensis Western Wet Meadow
224,calamagrostis canadensis,7,100,herbaceous,7,Calamagrostis canadensis Western Wet Meadow
224,mesic graminoid,3.5,50,tree,,Calamagrostis canadensis Western Wet Meadow
225,mesic graminoid,135,75,herbaceous,,Schoenoplectus acutus Marsh
225,schoenoplectus acutus,90,50,herbaceous,180,Schoenoplectus acutus Marsh
225,schoenoplectus pungens,90,50,herbaceous,180,Schoenoplectus acutus Marsh
226,mesic shrub,80,66.665,herbaceous,,Salix drummondiana / Mesic Forbs Wet Shrubland
226,salix drummondiana,80,66.67,shrub,120,Salix drummondiana / Mesic Forbs Wet Shrubland
226,mesic forb,55,91.685,herbaceous,,Salix drummondiana / Mesic Forbs Wet Shrubland
226,alnus incana ssp. tenuifolia,30,25,shrub,120,Salix drummondiana / Mesic Forbs Wet Shrubland
226,picea engelmannii var. engelmannii,15.61,78.05,tree,20,Salix drummondiana / Mesic Forbs Wet Shrubland
226,chamerion angustifolium,10,16.67,herbaceous,60,Salix drummondiana / Mesic Forbs Wet Shrubland
226,heracleum maximum,10,16.67,herbaceous,60,Salix drummondiana / Mesic Forbs Wet Shrubland
226,mertensia ciliata var. ciliata,10,16.67,herbaceous,60,Salix drummondiana / Mesic Forbs Wet Shrubland
226,mertensia franciscana,10,16.67,herbaceous,60,Salix drummondiana / Mesic Forbs Wet Shrubland
226,rudbeckia laciniata var. ampla,10,16.67,herbaceous,60,Salix drummondiana / Mesic Forbs Wet Shrubland
226,salix monticola,10,8.33,shrub,120,Salix drummondiana / Mesic Forbs Wet Shrubland
227,mesic forb,59,54.63,herbaceous,,Sparganium angustifolium Aquatic Vegetation
228,mesic shrub,42,56.755,shrub,,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
228,salix lutea,34,45.95,shrub,74,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
228,poa pratensis,24,68.57,herbaceous,35,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
228,salix ligulifolia,14,18.92,shrub,74,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
228,mesic graminoid,12,34.285,shrub,,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
228,salix wolfii var. wolfii,11,14.86,shrub,74,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
228,mesic forb,5.5,15.715,shrub,,Pinus edulis - Juniperus osteosperma / Mixed Shrubs Talus Woodland
229,carex spp.,40,100,herbaceous,,Dryas octopetala - Carex spp. Alpine Dwarf-shrub Meadow
229,mesic graminoid,30,75,herbaceous,,Dryas octopetala - Carex spp. Alpine Dwarf-shrub Meadow
229,carex aquatilis,20,50,herbaceous,40,Dryas octopetala - Carex spp. Alpine Dwarf-shrub Meadow
229,carex utriculata,20,50,herbaceous,40,Dryas octopetala - Carex spp. Alpine Dwarf-shrub Meadow
230,mesic graminoid,30,60,tree,,Salix monticola / Mesic Graminoids Wet Shrubland
230,bromus ciliatus,20,40,herbaceous,50,Salix monticola / Mesic Graminoids Wet Shrubland
230,mesic shrub,15.5,51.665,tree,,Salix monticola / Mesic Graminoids Wet Shrubland
230,salix brachycarpa var. brachycarpa,11,36.67,shrub,30,Salix monticola / Mesic Graminoids Wet Shrubland
230,carex geyeri,10,20,herbaceous,50,Salix monticola / Mesic Graminoids Wet Shrubland
230,carex spp.,10,20,tree,,Salix monticola / Mesic Graminoids Wet Shrubland
230,picea engelmannii var. engelmannii,10,50,tree,20,Salix monticola / Mesic Graminoids Wet Shrubland
230,picea pungens,10,50,tree,20,Salix monticola / Mesic Graminoids Wet Shrubland
230,salix monticola,10,33.33,shrub,30,Salix monticola / Mesic Graminoids Wet Shrubland
230,senecio triangularis,10,20,herbaceous,50,Salix monticola / Mesic Graminoids Wet Shrubland
230,mesic forb,5,10,tree,,Salix monticola / Mesic Graminoids Wet Shrubland
231,mesic forb,41,77.36,tree,,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest
231,picea engelmannii var. engelmannii,28,63.64,tree,44,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest
231,mertensia ciliata var. ciliata,24,45.28,herbaceous,53,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest
231,cardamine cordifolia,19,35.85,herbaceous,53,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest
231,abies lasiocarpa,16,36.36,tree,44,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest
232,schoenoplectus acutus,90,100,herbaceous,90,Schoenoplectus acutus Marsh
232,mesic graminoid,45,50,herbaceous,,Schoenoplectus acutus Marsh
233,juncus arcticus var. balticus,38.47,71.71,herbaceous,53.65,Salix exigua / Mesic Graminoids Western Wet Shrubland
233,juncus spp.,38.47,71.71,shrub,,Salix exigua / Mesic Graminoids Western Wet Shrubland
233,salix exigua,26.6,67.51,shrub,39.4,Salix exigua / Mesic Graminoids Western Wet Shrubland
233,mesic shrub,26.1,66.245,shrub,,Salix exigua / Mesic Graminoids Western Wet Shrubland
233,mesic graminoid,19.235,35.855,shrub,,Salix exigua / Mesic Graminoids Western Wet Shrubland
233,achillea millefolium,15.18,28.29,herbaceous,53.65,Salix exigua / Mesic Graminoids Western Wet Shrubland
233,salix lasiandra var. caudata,12.8,32.49,shrub,39.4,Salix exigua / Mesic Graminoids Western Wet Shrubland
233,mesic forb,7.59,14.145,shrub,,Salix exigua / Mesic Graminoids Western Wet Shrubland
234,salix exigua,30,100,shrub,30,Salix exigua / Gravel Bar Wet Shrubland
234,mesic shrub,15,50,tree,,Salix exigua / Gravel Bar Wet Shrubland
234,populus x acuminata,10,16.67,tree,60,Salix exigua / Gravel Bar Wet Shrubland
235,populus tremuloides,60,54.55,tree,110,Populus tremuloides / Prunus virginiana Forest
235,prunus virginiana var. melanocarpa,30,27.27,tree,110,Populus tremuloides / Prunus virginiana Forest
235,acer glabrum var. glabrum,20,18.18,tree,110,Populus tremuloides / Prunus virginiana Forest
235,amelanchier alnifolia var. utahensis,20,26.67,shrub,75,Populus tremuloides / Prunus virginiana Forest
235,mesic shrub,10,13.335,tree,,Populus tremuloides / Prunus virginiana Forest
236,alnus incana ssp. tenuifolia,40,61.54,shrub,65,Populus angustifolia / Alnus incana Riparian Woodland
236,mesic shrub,40,61.53,tree,,Populus angustifolia / Alnus incana Riparian Woodland
236,cornus sericea ssp. sericea,10,15.38,shrub,65,Populus angustifolia / Alnus incana Riparian Woodland
236,populus angustifolia,10,66.67,tree,15,Populus angustifolia / Alnus incana Riparian Woodland
236,salix lasiandra var. caudata,10,15.38,shrub,65,Populus angustifolia / Alnus incana Riparian Woodland
237,mesic shrub,25,59.52,shrub,,Alnus incana / Cornus sericea Wet Shrubland
237,alnus incana ssp. tenuifolia,20,47.62,shrub,42,Alnus incana / Cornus sericea Wet Shrubland
237,cornus sericea ssp. sericea,15,35.71,shrub,42,Alnus incana / Cornus sericea Wet Shrubland
238,cornus sericea ssp. sericea,30,42.86,shrub,70,Populus angustifolia / Cornus sericea Riparian Woodland
238,populus angustifolia,30,50,tree,60,Populus angustifolia / Cornus sericea Riparian Woodland
238,mesic shrub,25,35.72,tree,,Populus angustifolia / Cornus sericea Riparian Woodland
238,prunus virginiana var. melanocarpa,20,33.33,tree,60,Populus angustifolia / Cornus sericea Riparian Woodland
238,alnus incana ssp. tenuifolia,10,14.29,shrub,70,Populus angustifolia / Cornus sericea Riparian Woodland
238,betula occidentalis,10,16.67,tree,60,Populus angustifolia / Cornus sericea Riparian Woodland
238,maianthemum stellatum,10,50,herbaceous,20,Populus angustifolia / Cornus sericea Riparian Woodland
238,mesic forb,5,25,tree,,Populus angustifolia / Cornus sericea Riparian Woodland
239,picea pungens,30.4,53.9,tree,56.4,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
239,populus angustifolia,26,46.1,tree,56.4,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
240,populus angustifolia,34,62.96,tree,54,Populus angustifolia - Pseudotsuga menziesii Riparian Woodland
240,pseudotsuga menziesii var. glauca,20,37.04,tree,54,Populus angustifolia - Pseudotsuga menziesii Riparian Woodland
240,clematis ligusticifolia,15,60,herbaceous,25,Populus angustifolia - Pseudotsuga menziesii Riparian Woodland
240,melilotus officinalis,10,40,herbaceous,25,Populus angustifolia - Pseudotsuga menziesii Riparian Woodland
240,mesic forb,5,20,tree,,Populus angustifolia - Pseudotsuga menziesii Riparian Woodland
241,salix lutea,69.1,100,shrub,69.1,Carex pellita Wet Meadow
241,carex pellita,45.7,82.05,herbaceous,55.7,Carex pellita Wet Meadow
241,carex spp.,45.7,82.05,shrub,,Carex pellita Wet Meadow
241,mesic shrub,34.55,50,shrub,,Carex pellita Wet Meadow
241,mesic graminoid,32.85,58.975,shrub,,Carex pellita Wet Meadow
241,poa pratensis,10,17.95,herbaceous,55.7,Carex pellita Wet Meadow
242,salix boothii,75,88.24,shrub,85,Salix boothii / Mesic Graminoids Wet Shrubland
242,mesic graminoid,52.5,38.895,shrub,,Salix boothii / Mesic Graminoids Wet Shrubland
242,mesic shrub,47.5,55.88,shrub,,Salix boothii / Mesic Graminoids Wet Shrubland
242,juncus arcticus var. balticus,35,25.93,herbaceous,135,Salix boothii / Mesic Graminoids Wet Shrubland
242,juncus spp.,35,25.93,shrub,,Salix boothii / Mesic Graminoids Wet Shrubland
242,poa pratensis,35,25.93,herbaceous,135,Salix boothii / Mesic Graminoids Wet Shrubland
242,mesic forb,32.5,24.075,shrub,,Salix boothii / Mesic Graminoids Wet Shrubland
242,dasiphora fruticosa,10,11.76,shrub,85,Salix boothii / Mesic Graminoids Wet Shrubland
243,mesic shrub,40,66.665,shrub,,Salix boothii / Mesic Graminoids Wet Shrubland
243,salix boothii,40,66.67,shrub,60,Salix boothii / Mesic Graminoids Wet Shrubland
243,salix wolfii var. wolfii,20,33.33,shrub,60,Salix boothii / Mesic Graminoids Wet Shrubland
243,mesic graminoid,11,68.75,shrub,,Salix boothii / Mesic Graminoids Wet Shrubland
243,carex aquatilis,10,62.5,herbaceous,16,Salix boothii / Mesic Graminoids Wet Shrubland
243,carex spp.,10,62.5,shrub,,Salix boothii / Mesic Graminoids Wet Shrubland
243,agrostis gigantea,3,18.75,herbaceous,16,Salix boothii / Mesic Graminoids Wet Shrubland
243,poa pratensis,3,18.75,herbaceous,16,Salix boothii / Mesic Graminoids Wet Shrubland
245,mesic shrub,25,71.43,tree,,Populus deltoides ssp. wislizeni / Rhus trilobata Riparian Woodland
245,rhus trilobata,20,57.14,shrub,35,Populus deltoides ssp. wislizeni / Rhus trilobata Riparian Woodland
245,shepherdia argentea,15,42.86,shrub,35,Populus deltoides ssp. wislizeni / Rhus trilobata Riparian Woodland
245,populus angustifolia,5,33.33,tree,15,Populus deltoides ssp. wislizeni / Rhus trilobata Riparian Woodland
246,populus angustifolia,40,80,tree,50,Populus angustifolia / Rhus trilobata Riparian Woodland
246,rhus trilobata,40,100,shrub,40,Populus angustifolia / Rhus trilobata Riparian Woodland
246,mesic shrub,20,50,tree,,Populus angustifolia / Rhus trilobata Riparian Woodland
246,mesic forb,15,37.5,tree,,Populus angustifolia / Rhus trilobata Riparian Woodland
246,clematis ligusticifolia,10,25,herbaceous,40,Populus angustifolia / Rhus trilobata Riparian Woodland
246,maianthemum stellatum,10,25,herbaceous,40,Populus angustifolia / Rhus trilobata Riparian Woodland
246,poa pratensis,10,25,herbaceous,40,Populus angustifolia / Rhus trilobata Riparian Woodland
246,populus deltoides,10,20,tree,50,Populus angustifolia / Rhus trilobata Riparian Woodland
246,solidago altissima,10,25,herbaceous,40,Populus angustifolia / Rhus trilobata Riparian Woodland
246,mesic graminoid,5,12.5,tree,,Populus angustifolia / Rhus trilobata Riparian Woodland
248,populus deltoides,40,61.54,tree,65,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
248,mesic shrub,27.5,49.995,tree,,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
248,rhus trilobata,25,45.45,shrub,55,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
248,mesic graminoid,24.5,49.995,tree,,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
248,populus angustifolia,20,30.77,tree,65,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
248,bromus inermis,10,20.41,herbaceous,49,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
248,clematis ligusticifolia,10,20.41,herbaceous,49,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
248,shepherdia argentea,10,18.18,shrub,55,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
248,dactylis glomerata,5,10.2,herbaceous,49,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
248,salix exigua,5,9.09,shrub,55,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
248,solidago altissima,5,10.2,herbaceous,49,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
248,mesic forb,4.5,9.18,tree,,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
249,carex aquatilis,21,67.74,herbaceous,31,Carex aquatilis - Sphagnum spp. Fen
249,carex spp.,21,67.74,herbaceous,,Carex aquatilis - Sphagnum spp. Fen
249,mesic graminoid,10.5,33.87,herbaceous,,Carex aquatilis - Sphagnum spp. Fen
249,pedicularis groenlandica,10,32.26,herbaceous,31,Carex aquatilis - Sphagnum spp. Fen
249,mesic forb,5,16.13,herbaceous,,Carex aquatilis - Sphagnum spp. Fen
250,mesic shrub,36,65.455,tree,,Populus tremuloides / Tall Forbs Forest
250,mesic forb,30.5,59.78,tree,,Populus tremuloides / Tall Forbs Forest
250,alnus incana ssp. tenuifolia,30,54.55,shrub,55,Populus tremuloides / Tall Forbs Forest
250,populus tremuloides,30,100,tree,30,Populus tremuloides / Tall Forbs Forest
250,salix drummondiana,20,36.36,shrub,55,Populus tremuloides / Tall Forbs Forest
250,mesic graminoid,12,23.525,tree,,Populus tremuloides / Tall Forbs Forest
250,calamagrostis canadensis,10,19.61,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,aconitum columbianum,5,9.8,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,actaea rubra,5,9.8,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,angelica ampla,5,9.8,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,equisetum arvense,5,9.8,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,geum macrophyllum var. perincisum,5,9.8,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,agrostis gigantea,1,1.96,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,dactylis glomerata,1,1.96,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,geranium richardsonii,1,1.96,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,heracleum maximum,1,1.96,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,maianthemum stellatum,1,1.96,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,rosa woodsii,1,1.96,herbaceous,51,Populus tremuloides / Tall Forbs Forest
250,salix monticola,1,1.82,shrub,55,Populus tremuloides / Tall Forbs Forest
251,mesic forb,42.5,53.125,herbaceous,,Sparganium eurycarpum Western Interior Marsh
252,populus deltoides,60,75,tree,80,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
252,salix exigua,45,100,shrub,45,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
252,mesic shrub,22.5,50,tree,,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
252,salix amygdaloides,20,25,tree,80,Populus deltoides / Salix exigua - Salix interior Floodplain Woodland
253,mesic graminoid,128.5,83.98,shrub,,Salix exigua / Mesic Graminoids Western Wet Shrubland
253,carex spp.,55,35.94,shrub,,Salix exigua / Mesic Graminoids Western Wet Shrubland
